InvoiceID,Branch,City,Customertype,Gender,Productline,Unitprice,Quantity,Tax5%,Total,Date,Time,Payment,cogs,grossmarginpercentage,grossincome,Rating
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.70,77.66,2019-01-05,11:32:00,Credit card,73.96,4.76,3.70,5.00
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.90,102.84,2019-03-07,11:44:00,Ewallet,97.94,4.76,4.90,6.90
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,17:16:00,Credit card,292.20,4.76,14.61,4.90
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.24,551.12,2019-02-01,18:43:00,Ewallet,524.88,4.76,26.24,5.10
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.60,96.64,2019-01-22,11:00:00,Ewallet,92.04,4.76,4.60,9.10
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.79,79.67,2019-01-03,10:30:00,Credit card,75.88,4.76,3.79,7.10
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.04,84.76,2019-02-13,12:14:00,Credit card,80.72,4.76,4.04,5.00
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.63,118.25,2019-01-28,16:43:00,Credit card,112.62,4.76,5.63,5.50
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.20,1,3.56,74.76,2019-01-05,20:40:00,Credit card,71.20,4.76,3.56,9.20
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.76,163.00,2019-03-19,13:40:00,Ewallet,155.24,4.76,7.76,4.90
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,16:23:00,Ewallet,294.20,4.76,14.71,8.90
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.43,575.98,2019-01-07,12:08:00,Credit card,548.55,4.76,27.43,6.00
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.89,270.59,2019-01-26,17:45:00,Cash,257.70,4.76,12.89,4.20
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.82,416.18,2019-01-23,10:28:00,Cash,396.36,4.76,19.82,7.30
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.59,180.40,2019-02-09,20:31:00,Ewallet,171.81,4.76,8.59,6.50
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.44,513.23,2019-02-22,10:49:00,Cash,488.79,4.76,24.44,8.90
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.21,550.37,2019-02-05,12:34:00,Cash,524.16,4.76,26.21,9.70
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.66,139.92,2019-03-07,10:23:00,Credit card,133.26,4.76,6.66,8.60
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.76,142.00,2019-03-25,18:51:00,Cash,135.24,4.76,6.76,6.90
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.62,118.06,2019-01-20,13:45:00,Credit card,112.44,4.76,5.62,7.70
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.20,151.28,2019-02-04,19:38:00,Cash,144.08,4.76,7.20,9.50
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,20:23:00,Ewallet,985.20,4.76,49.26,4.50
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.50,262.46,2019-01-02,15:24:00,Ewallet,249.96,4.76,12.50,5.60
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.86,228.12,2019-03-29,16:54:00,Ewallet,217.26,4.76,10.86,8.20
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.71,203.93,2019-03-14,12:32:00,Cash,194.22,4.76,9.71,7.30
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.20,10,44.60,936.60,2019-02-11,15:42:00,Credit card,892.00,4.76,44.60,4.40
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.97,356.33,2019-01-30,13:58:00,Ewallet,339.36,4.76,16.97,5.70
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.35,469.41,2019-03-20,15:08:00,Ewallet,447.06,4.76,22.35,5.00
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.93,208.43,2019-03-20,13:02:00,Cash,198.50,4.76,9.93,9.00
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.61,852.71,2019-01-17,13:01:00,Credit card,812.10,4.76,40.61,6.30
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.67,517.97,2019-02-03,16:40:00,Credit card,493.30,4.76,24.67,9.40
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.58,621.24,2019-01-01,13:55:00,Cash,591.66,4.76,29.58,7.70
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.95,586.97,2019-01-10,10:33:00,Credit card,559.02,4.76,27.95,5.50
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.89,543.75,2019-03-02,16:42:00,Ewallet,517.86,4.76,25.89,4.10
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2019-02-25,17:16:00,Credit card,410.20,4.76,20.51,7.60
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.34,280.04,2019-01-29,11:48:00,Cash,266.70,4.76,13.34,8.60
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.55,74.46,2019-03-10,19:35:00,Ewallet,70.91,4.76,3.55,8.30
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.24,152.02,2019-01-13,19:55:00,Credit card,144.78,4.76,7.24,8.10
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.48,451.03,2019-03-22,14:33:00,Credit card,429.55,4.76,21.48,8.60
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.46,597.63,2019-03-01,19:49:00,Ewallet,569.17,4.76,28.46,6.30
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.30,4,12.06,253.26,2019-02-20,18:43:00,Cash,241.20,4.76,12.06,5.80
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.35,133.43,2019-01-14,14:43:00,Ewallet,127.08,4.76,6.35,6.20
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.85,269.93,2019-03-26,13:54:00,Cash,257.08,4.76,12.85,7.70
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.95,145.97,2019-03-01,12:15:00,Ewallet,139.02,4.76,6.95,8.10
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.08,85.74,2019-01-07,12:37:00,Cash,81.66,4.76,4.08,7.30
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.54,326.26,2019-02-01,19:54:00,Cash,310.72,4.76,15.54,8.40
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.30,195.26,2019-02-13,15:06:00,Credit card,185.96,4.76,9.30,8.00
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.62,75.94,2019-01-14,18:03:00,Credit card,72.32,4.76,3.62,9.50
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.46,198.64,2019-01-19,15:58:00,Ewallet,189.18,4.76,9.46,7.00
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.34,217.18,2019-03-09,13:53:00,Credit card,206.84,4.76,10.34,9.80
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.85,164.87,2019-03-27,14:03:00,Cash,157.02,4.76,7.85,9.20
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.77,226.07,2019-02-04,16:38:00,Ewallet,215.30,4.76,10.77,7.70
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.81,625.91,2019-03-14,11:07:00,Cash,596.10,4.76,29.81,5.30
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.66,76.76,2019-03-04,12:23:00,Cash,73.10,4.76,3.66,4.40
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.96,293.14,2019-03-03,10:54:00,Credit card,279.18,4.76,13.96,4.30
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.48,178.16,2019-01-27,17:38:00,Ewallet,169.68,4.76,8.48,9.40
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.28,47.86,2019-02-07,14:13:00,Cash,45.58,4.76,2.28,9.80
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.20,3,11.28,236.88,2019-02-05,11:51:00,Ewallet,225.60,4.76,11.28,4.80
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.80,3,14.52,304.92,2019-03-15,13:05:00,Cash,290.40,4.76,14.52,5.30
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.22,46.68,2019-03-01,11:30:00,Credit card,44.46,4.76,2.22,8.70
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.20,3,7.83,164.43,2019-02-15,13:30:00,Credit card,156.60,4.76,7.83,9.50
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,21.00,440.94,2019-02-17,19:11:00,Ewallet,419.94,4.76,21.00,5.30
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.21,193.46,2019-01-26,18:53:00,Cash,184.25,4.76,9.21,9.20
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.03,147.67,2019-03-24,14:22:00,Ewallet,140.64,4.76,7.03,9.60
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.15,87.23,2019-01-23,17:16:00,Ewallet,83.08,4.76,4.15,6.40
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.25,68.24,2019-01-26,10:06:00,Credit card,64.99,4.76,3.25,4.50
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,2019-03-14,20:35:00,Ewallet,775.60,4.76,38.78,6.90
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.35,343.41,2019-03-17,13:54:00,Ewallet,327.06,4.76,16.35,7.80
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.16,381.39,2019-01-08,20:08:00,Cash,363.23,4.76,18.16,4.50
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2019-02-08,15:26:00,Cash,127.00,4.76,6.35,8.60
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.78,394.33,2019-02-10,12:56:00,Ewallet,375.55,4.76,18.78,5.20
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.96,209.12,2019-03-28,19:16:00,Credit card,199.16,4.76,9.96,6.40
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.53,32.14,2019-01-23,12:20:00,Ewallet,30.61,4.76,1.53,5.20
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.79,121.57,2019-01-17,10:37:00,Ewallet,115.78,4.76,5.79,8.90
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.45,30.41,2019-02-07,10:18:00,Credit card,28.96,4.76,1.45,6.20
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.54,935.27,2019-03-09,11:23:00,Cash,890.73,4.76,44.54,6.70
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.98,293.64,2019-01-24,11:45:00,Cash,279.66,4.76,13.98,7.20
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.05,84.98,2019-01-19,16:08:00,Credit card,80.93,4.76,4.05,9.00
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.73,708.23,2019-02-03,11:25:00,Ewallet,674.50,4.76,33.73,4.20
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.42,365.90,2019-03-20,12:24:00,Ewallet,348.48,4.76,17.42,4.20
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.60,6,21.78,457.38,2019-01-13,19:51:00,Cash,435.60,4.76,21.78,6.90
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.98,461.53,2019-03-14,18:10:00,Ewallet,439.55,4.76,21.98,4.40
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.56,620.74,2019-01-23,11:22:00,Credit card,591.18,4.76,29.56,4.00
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.04,273.80,2019-02-07,17:55:00,Ewallet,260.76,4.76,13.04,8.50
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.75,225.79,2019-03-28,15:30:00,Credit card,215.04,4.76,10.75,9.20
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.58,96.19,2019-03-20,19:44:00,Cash,91.61,4.76,4.58,9.80
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.11,695.24,2019-01-17,15:27:00,Credit card,662.13,4.76,33.11,4.90
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.63,874.13,2019-01-12,11:25:00,Credit card,832.50,4.76,41.63,4.40
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.57,95.92,2019-02-16,15:42:00,Cash,91.35,4.76,4.57,6.80
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.89,165.65,2019-01-26,16:04:00,Cash,157.76,4.76,7.89,9.10
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.09,127.83,2019-03-09,12:37:00,Ewallet,121.74,4.76,6.09,8.70
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,2019-03-14,14:41:00,Cash,825.80,4.76,41.29,5.00
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.30,3,8.00,167.90,2019-01-25,14:19:00,Ewallet,159.90,4.76,8.00,7.50
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.60,12.69,2019-01-26,18:19:00,Credit card,12.09,4.76,0.60,8.20
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.10,674.00,2019-01-19,14:08:00,Credit card,641.90,4.76,32.10,6.70
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.75,246.68,2019-03-05,16:38:00,Ewallet,234.93,4.76,11.75,5.40
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.38,175.92,2019-01-15,10:54:00,Credit card,167.54,4.76,8.38,7.00
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.70,3,14.96,314.06,2019-03-18,11:29:00,Ewallet,299.10,4.76,14.96,4.70
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.99,251.72,2019-03-20,19:28:00,Credit card,239.73,4.76,11.99,5.00
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.24,697.94,2019-01-15,15:01:00,Credit card,664.70,4.76,33.24,5.00
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.13,212.78,2019-03-03,20:31:00,Credit card,202.65,4.76,10.13,6.00
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.20,1,2.31,48.51,2019-03-19,12:16:00,Cash,46.20,4.76,2.31,6.30
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.41,92.56,2019-03-08,15:27:00,Cash,88.15,4.76,4.41,8.50
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.86,165.12,2019-02-27,17:36:00,Ewallet,157.26,4.76,7.86,7.50
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.82,311.19,2019-02-23,20:00:00,Ewallet,296.37,4.76,14.82,6.40
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,2019-03-19,15:29:00,Ewallet,708.40,4.76,35.42,4.70
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.57,116.91,2019-03-27,15:08:00,Ewallet,111.34,4.76,5.57,6.00
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,29.01,609.17,2019-03-30,19:26:00,Credit card,580.16,4.76,29.01,4.00
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.01,63.26,2019-02-16,15:53:00,Ewallet,60.25,4.76,3.01,5.50
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.71,182.95,2019-01-18,18:43:00,Ewallet,174.24,4.76,8.71,8.70
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.06,442.32,2019-03-30,14:58:00,Cash,421.26,4.76,21.06,7.40
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.68,35.31,2019-03-20,19:55:00,Cash,33.63,4.76,1.68,5.60
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.55,32.53,2019-01-16,15:10:00,Cash,30.98,4.76,1.55,6.30
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2019-02-24,16:44:00,Cash,247.40,4.76,12.37,7.10
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.92,397.22,2019-01-15,18:22:00,Ewallet,378.30,4.76,18.92,7.80
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.74,351.60,2019-01-22,11:52:00,Cash,334.86,4.76,16.74,9.90
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2019-02-03,17:24:00,Cash,727.80,4.76,36.39,7.30
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.79,352.67,2019-03-06,15:31:00,Ewallet,335.88,4.76,16.79,5.10
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.04,252.76,2019-02-16,18:04:00,Credit card,240.72,4.76,12.04,9.40
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.35,49.42,2019-03-14,14:13:00,Credit card,47.07,4.76,2.35,5.80
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.98,104.67,2019-02-27,10:23:00,Credit card,99.69,4.76,4.98,8.00
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.22,277.67,2019-01-18,10:11:00,Ewallet,264.45,4.76,13.22,7.90
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,6.98,146.63,2019-01-29,15:48:00,Cash,139.65,4.76,6.98,5.90
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.77,58.22,2019-02-26,17:46:00,Credit card,55.45,4.76,2.77,4.90
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.45,135.36,2019-02-03,11:46:00,Cash,128.91,4.76,6.45,9.30
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,6.00,125.98,2019-01-16,12:07:00,Credit card,119.98,4.76,6.00,7.90
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.63,370.13,2019-03-24,18:14:00,Credit card,352.50,4.76,17.63,5.90
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.10,10,43.55,914.55,2019-02-12,14:45:00,Credit card,871.00,4.76,43.55,9.90
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.80,2,9.88,207.48,2019-02-21,11:39:00,Cash,197.60,4.76,9.88,7.70
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.73,204.25,2019-02-04,15:44:00,Ewallet,194.52,4.76,9.73,7.60
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.66,181.88,2019-02-20,13:06:00,Ewallet,173.22,4.76,8.66,7.70
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.59,75.47,2019-02-23,20:43:00,Ewallet,71.88,4.76,3.59,6.40
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.31,300.57,2019-02-16,14:19:00,Ewallet,286.26,4.76,14.31,4.40
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.06,85.30,2019-01-17,10:01:00,Credit card,81.24,4.76,4.06,4.10
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,2019-01-14,19:30:00,Ewallet,560.40,4.76,28.02,4.40
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.40,2,9.34,196.14,2019-03-30,16:34:00,Cash,186.80,4.76,9.34,5.50
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.01,231.24,2019-03-02,13:10:00,Ewallet,220.23,4.76,11.01,4.00
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.46,282.58,2019-02-15,17:10:00,Credit card,269.12,4.76,13.46,9.30
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,10:22:00,Credit card,454.80,4.76,22.74,4.80
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.38,175.92,2019-02-24,19:57:00,Cash,167.54,4.76,8.38,4.60
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.43,470.99,2019-02-19,19:29:00,Credit card,448.56,4.76,22.43,7.30
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.69,308.57,2019-02-23,18:30:00,Cash,293.88,4.76,14.69,6.00
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.48,618.98,2019-02-07,14:27:00,Ewallet,589.50,4.76,29.48,8.10
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.50,6,14.55,305.55,2019-01-11,13:57:00,Ewallet,291.00,4.76,14.55,9.40
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.97,41.45,2019-02-12,19:43:00,Cash,39.48,4.76,1.97,6.50
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.74,36.55,2019-01-14,10:11:00,Credit card,34.81,4.76,1.74,7.00
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.80,310.72,2019-01-09,13:46:00,Ewallet,295.92,4.76,14.80,7.10
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.15,45.11,2019-02-27,12:22:00,Ewallet,42.96,4.76,2.15,6.60
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.92,145.40,2019-01-24,19:20:00,Ewallet,138.48,4.76,6.92,4.90
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.10,2,4.91,103.11,2019-01-08,12:58:00,Credit card,98.20,4.76,4.91,6.40
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.48,136.14,2019-01-08,11:59:00,Credit card,129.66,4.76,6.48,8.00
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,2019-01-16,17:59:00,Cash,635.60,4.76,31.78,4.30
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.29,153.05,2019-03-13,12:51:00,Cash,145.76,4.76,7.29,6.10
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.10,3,10.07,211.37,2019-02-15,10:36:00,Cash,201.30,4.76,10.07,7.50
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.59,663.30,2019-01-25,13:38:00,Cash,631.71,4.76,31.59,6.70
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.26,404.54,2019-03-12,19:39:00,Ewallet,385.28,4.76,19.26,5.20
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.32,510.62,2019-03-04,12:44:00,Cash,486.30,4.76,24.32,8.80
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.68,539.34,2019-02-10,13:56:00,Cash,513.66,4.76,25.68,9.50
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.60,9,23.67,497.07,2019-01-16,14:42:00,Cash,473.40,4.76,23.67,7.60
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.84,458.69,2019-01-29,19:45:00,Cash,436.85,4.76,21.84,6.60
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,5.41,113.57,2019-01-01,20:26:00,Ewallet,108.16,4.76,5.41,6.90
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.44,261.20,2019-01-06,19:46:00,Ewallet,248.76,4.76,12.44,4.30
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.31,657.53,2019-02-19,19:38:00,Credit card,626.22,4.76,31.31,7.80
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.50,10,48.75,1023.75,2019-01-12,16:18:00,Ewallet,975.00,4.76,48.75,8.00
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.16,507.44,2019-02-07,12:23:00,Ewallet,483.28,4.76,24.16,9.60
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.85,101.81,2019-03-27,19:11:00,Credit card,96.96,4.76,4.85,4.30
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.89,207.59,2019-02-27,18:57:00,Credit card,197.70,4.76,9.89,5.00
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.21,760.44,2019-01-06,11:18:00,Cash,724.23,4.76,36.21,9.20
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.78,835.29,2019-03-02,12:40:00,Cash,795.51,4.76,39.78,6.30
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.12,527.51,2019-03-29,14:06:00,Cash,502.39,4.76,25.12,8.90
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43.00,4,8.60,180.60,2019-01-31,20:48:00,Ewallet,172.00,4.76,8.60,7.60
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.45,72.43,2019-01-21,20:13:00,Cash,68.98,4.76,3.45,4.80
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.25,131.21,2019-01-20,20:37:00,Ewallet,124.96,4.76,6.25,9.10
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.70,3,3.86,80.96,2019-01-17,17:59:00,Ewallet,77.10,4.76,3.86,6.10
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.19,507.91,2019-02-28,20:18:00,Cash,483.72,4.76,24.19,9.10
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.11,317.23,2019-03-19,15:52:00,Ewallet,302.12,4.76,15.11,8.30
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.93,733.60,2019-02-19,15:14:00,Ewallet,698.67,4.76,34.93,7.20
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.23,130.88,2019-02-04,12:50:00,Ewallet,124.65,4.76,6.23,6.00
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.70,8,39.48,829.08,2019-01-31,10:36:00,Ewallet,789.60,4.76,39.48,8.50
